,control_04,max
556.13055,126.0,126.0
671.3851,126.0,126.0
856.5012,126.0,126.0
658.3457,126.0,126.0
305.2175,126.0,126.0
645.1713,125.0,125.0
718.5728,125.0,125.0
815.2232,125.0,125.0
765.4256,125.0,125.0
750.1863,125.0,125.0
413.10236,125.0,125.0
491.38364,125.0,125.0
406.31268,125.0,125.0
832.4424,125.0,125.0
857.5062,124.0,124.0
437.2662,124.0,124.0
677.19476,124.0,124.0
821.4579,124.0,124.0
621.24243,124.0,124.0
409.26755,124.0,124.0
737.3919,124.0,124.0
540.5313,124.0,124.0
899.5342,124.0,124.0
540.1363,123.0,123.0
721.40265,123.0,123.0
897.5243,123.0,123.0
821.4829,123.0,123.0
914.54346,123.0,123.0
703.5985,123.0,123.0
847.4017,123.0,123.0
762.5607,123.0,123.0
709.50824,123.0,123.0
743.38165,123.0,123.0
528.10187,123.0,123.0
471.2996,122.0,122.0
429.2966,122.0,122.0
523.5221,122.0,122.0
727.1774,122.0,122.0
795.20416,122.0,122.0
799.229,122.0,122.0
409.12256,122.0,122.0
841.42694,122.0,122.0
924.563,122.0,122.0
616.4977,122.0,122.0
759.63086,121.0,121.0
831.2225,121.0,121.0
825.5227,121.0,121.0
853.58136,121.0,121.0
598.3485,121.0,121.0
683.45447,121.0,121.0
362.0698,121.0,121.0
750.4413,121.0,121.0
876.58026,121.0,121.0
540.4063,121.0,121.0
788.6645,121.0,121.0
905.47894,121.0,121.0
497.30835,121.0,121.0
817.2081,121.0,121.0
853.5114,120.0,120.0
810.42847,120.0,120.0
869.5206,120.0,120.0
567.16003,120.0,120.0
315.26703,120.0,120.0
583.1893,120.0,120.0
926.6029,120.0,120.0
639.5666,120.0,120.0
761.39075,120.0,120.0
379.11398,120.0,120.0
780.5099,119.0,119.0
709.40826,119.0,119.0
855.48627,119.0,119.0
713.39307,119.0,119.0
527.13196,119.0,119.0
760.54584,119.0,119.0
506.3279,119.0,119.0
389.0985,119.0,119.0
649.5111,119.0,119.0
637.2367,119.0,119.0
913.4885,118.0,118.0
960.6263,118.0,118.0
789.42444,118.0,118.0
386.07364,118.0,118.0
735.382,118.0,118.0
806.4636,118.0,118.0
790.4344,118.0,118.0
474.08945,118.0,118.0
957.59143,118.0,118.0
529.14685,118.0,118.0
717.2279,118.0,118.0
551.40076,118.0,118.0
646.14124,118.0,118.0
811.4584,118.0,118.0
756.38104,117.0,117.0
865.48584,117.0,117.0
833.45233,117.0,117.0
677.4548,117.0,117.0
813.4383,117.0,117.0
465.29486,117.0,117.0
725.1625,117.0,117.0
675.1799,117.0,117.0
431.2465,117.0,117.0
613.16284,117.0,117.0
734.41705,117.0,117.0
783.23474,117.0,117.0
891.2246,117.0,117.0
689.4992,116.0,116.0
539.12634,116.0,116.0
695.35394,116.0,116.0
729.1573,116.0,116.0
321.07175,116.0,116.0
404.31277,116.0,116.0
569.31494,115.0,115.0
834.5923,115.0,115.0
432.31143,115.0,115.0
746.1915,115.0,115.0
381.34888,115.0,115.0
947.55194,115.0,115.0
869.46063,115.0,115.0
906.57385,115.0,115.0
822.42285,115.0,115.0
524.30707,114.0,114.0
732.1772,114.0,114.0
686.1694,114.0,114.0
605.3732,114.0,114.0
915.5034,114.0,114.0
767.4455,114.0,114.0
516.13745,114.0,114.0
386.30862,114.0,114.0
958.6064,114.0,114.0
878.5252,113.0,113.0
585.51917,113.0,113.0
867.22076,113.0,113.0
635.36176,113.0,113.0
458.3402,113.0,113.0
380.26392,113.0,113.0
722.41266,113.0,113.0
796.4091,113.0,113.0
808.5485,113.0,113.0
588.32904,112.0,112.0
446.27078,112.0,112.0
696.39386,112.0,112.0
452.2855,112.0,112.0
964.5811,112.0,112.0
823.23285,111.0,111.0
812.4683,111.0,111.0
487.13382,111.0,111.0
809.4485,111.0,111.0
933.5976,111.0,111.0
895.6844,111.0,111.0
329.21136,111.0,111.0
528.33685,111.0,111.0
911.43365,111.0,111.0
502.4931,111.0,111.0
655.35583,110.0,110.0
317.07693,110.0,110.0
825.2127,110.0,110.0
613.4528,110.0,110.0
422.31192,110.0,110.0
351.08032,110.0,110.0
684.49445,110.0,110.0
703.1735,110.0,110.0
449.06064,110.0,110.0
668.1502,110.0,110.0
579.1594,110.0,110.0
546.32104,110.0,110.0
556.3455,110.0,110.0
847.4317,109.0,109.0
928.47284,109.0,109.0
307.0924,109.0,109.0
376.0891,109.0,109.0
717.1529,109.0,109.0
698.3738,109.0,109.0
771.4253,109.0,109.0
661.1655,108.0,108.0
338.25592,108.0,108.0
559.3254,108.0,108.0
436.36124,108.0,108.0
738.6819,108.0,108.0
815.4432,108.0,108.0
536.3415,108.0,108.0
701.1586,108.0,108.0
787.5645,108.0,108.0
742.3667,107.0,107.0
883.47,107.0,107.0
663.1805,107.0,107.0
884.5949,107.0,107.0
748.52136,107.0,107.0
695.3839,107.0,107.0
827.1926,107.0,107.0
501.36816,107.0,107.0
500.35822,107.0,107.0
325.24655,107.0,107.0
764.41565,107.0,107.0
547.121,107.0,107.0
999.5844,107.0,107.0
849.2116,106.0,106.0
383.1088,106.0,106.0
861.451,106.0,106.0
550.3908,106.0,106.0
382.09885,106.0,106.0
815.6932,106.0,106.0
731.17224,106.0,106.0
955.4915,106.0,106.0
868.5207,106.0,106.0
827.22766,106.0,106.0
823.4328,106.0,106.0
855.4413,106.0,106.0
564.3652,106.0,106.0
848.43665,106.0,106.0
398.34805,105.0,105.0
757.186,105.0,105.0
521.5072,105.0,105.0
757.22095,105.0,105.0
637.1667,105.0,105.0
430.24155,105.0,105.0
410.34747,105.0,105.0
494.3235,105.0,105.0
913.5335,105.0,105.0
756.516,105.0,105.0
620.3525,105.0,105.0
667.4802,105.0,105.0
882.51,105.0,105.0
931.5827,105.0,105.0
871.2205,105.0,105.0
963.4711,105.0,105.0
756.211,105.0,105.0
777.56,104.0,104.0
869.66565,104.0,104.0
654.38086,104.0,104.0
880.5001,104.0,104.0
431.1065,104.0,104.0
565.14514,104.0,104.0
623.1874,104.0,104.0
476.10437,104.0,104.0
381.23886,104.0,104.0
861.386,104.0,104.0
631.55695,104.0,104.0
826.53265,104.0,104.0
354.32016,103.0,103.0
700.3887,103.0,103.0
772.4852,103.0,103.0
855.2213,103.0,103.0
637.20166,103.0,103.0
603.3633,103.0,103.0
635.1518,103.0,103.0
945.532,103.0,103.0
405.34772,103.0,103.0
756.616,103.0,103.0
580.1644,103.0,103.0
879.53015,103.0,103.0
891.5596,103.0,103.0
819.223,103.0,103.0
715.50793,103.0,103.0
708.3933,103.0,103.0
425.0918,102.0,102.0
908.59375,102.0,102.0
669.16016,102.0,102.0
401.2629,102.0,102.0
647.1512,102.0,102.0
300.06274,102.0,102.0
341.1008,102.0,102.0
613.5478,102.0,102.0
301.28268,102.0,102.0
821.4179,102.0,102.0
765.1906,102.0,102.0
879.4302,102.0,102.0
882.555,102.0,102.0
824.6078,102.0,102.0
646.3713,101.0,101.0
399.28302,101.0,101.0
627.14716,101.0,101.0
356.26508,101.0,101.0
712.3531,101.0,101.0
343.22568,101.0,101.0
715.378,101.0,101.0
872.5105,101.0,101.0
686.3743,101.0,101.0
773.2152,101.0,101.0
870.4706,100.0,100.0
587.32904,100.0,100.0
535.33655,100.0,100.0
525.317,100.0,100.0
674.4099,100.0,100.0
776.41504,100.0,100.0
934.43756,100.0,100.0
357.31003,100.0,100.0
537.11145,100.0,100.0
868.65564,99.0,99.0
465.36487,99.0,99.0
737.37195,99.0,99.0
986.54504,99.0,99.0
584.3842,99.0,99.0
840.467,99.0,99.0
585.39417,99.0,99.0
914.48846,99.0,99.0
369.26944,99.0,99.0
904.59894,99.0,99.0
939.5073,99.0,99.0
438.34116,99.0,99.0
787.40955,99.0,99.0
774.52014,99.0,99.0
812.66833,99.0,99.0
512.10767,99.0,99.0
565.3751,99.0,99.0
724.3875,99.0,99.0
437.3362,99.0,99.0
713.19305,99.0,99.0
626.1372,99.0,99.0
797.21405,98.0,98.0
831.43744,98.0,98.0
975.5856,98.0,98.0
376.3091,98.0,98.0
694.164,98.0,98.0
860.6061,98.0,98.0
820.483,98.0,98.0
735.202,98.0,98.0
604.59827,98.0,98.0
768.41547,98.0,98.0
887.4698,98.0,98.0
461.29507,98.0,98.0
845.5218,98.0,98.0
767.1705,98.0,98.0
619.35754,97.0,97.0
611.14795,97.0,97.0
680.3646,97.0,97.0
769.1854,97.0,97.0
699.1787,97.0,97.0
695.5139,97.0,97.0
316.20697,97.0,97.0
962.5412,97.0,97.0
708.1783,97.0,97.0
897.4493,97.0,97.0
527.3219,97.0,97.0
722.3676,97.0,97.0
780.47986,96.0,96.0
757.48596,96.0,96.0
904.46893,96.0,96.0
757.5159,96.0,96.0
761.1808,96.0,96.0
793.5643,96.0,96.0
726.40247,96.0,96.0
685.1944,96.0,96.0
817.6431,96.0,96.0
729.5223,96.0,96.0
795.44415,96.0,96.0
541.10626,96.0,96.0
520.3373,96.0,96.0
743.42163,96.0,96.0
477.3243,95.0,95.0
781.46484,95.0,95.0
508.30283,95.0,95.0
752.4162,95.0,95.0
899.4342,95.0,95.0
966.596,95.0,95.0
590.3839,95.0,95.0
909.5387,95.0,95.0
973.5657,95.0,95.0
766.3955,95.0,95.0
313.20712,95.0,95.0
371.04437,95.0,95.0
392.29333,95.0,95.0
328.2714,95.0,95.0
389.3085,95.0,95.0
849.5216,95.0,95.0
664.1504,94.0,94.0
567.36,94.0,94.0
563.1352,94.0,94.0
550.55084,94.0,94.0
792.4493,94.0,94.0
601.1034,94.0,94.0
909.5987,94.0,94.0
611.3629,94.0,94.0
809.2185,94.0,94.0
438.09116,94.0,94.0
710.4082,94.0,94.0
383.25378,94.0,94.0
943.4571,93.0,93.0
930.5777,93.0,93.0
851.2265,93.0,93.0
861.666,93.0,93.0
845.60175,93.0,93.0
349.0654,93.0,93.0
388.31354,93.0,93.0
855.6513,93.0,93.0
925.58795,93.0,93.0
394.29825,93.0,93.0
959.45135,93.0,93.0
558.1155,93.0,93.0
602.38336,92.0,92.0
661.36554,92.0,92.0
829.2075,92.0,92.0
549.38586,92.0,92.0
766.43054,92.0,92.0
378.324,92.0,92.0
309.21732,92.0,92.0
886.45483,92.0,92.0
870.5356,92.0,92.0
836.4722,92.0,92.0
539.05634,92.0,92.0
448.28568,92.0,92.0
971.5508,92.0,92.0
463.09998,92.0,92.0
372.2643,92.0,92.0
414.3373,91.0,91.0
772.20526,91.0,91.0
746.5365,91.0,91.0
369.23444,91.0,91.0
901.5491,91.0,91.0
756.416,91.0,91.0
475.0994,91.0,91.0
782.4598,91.0,91.0
404.35278,91.0,91.0
380.33893,91.0,91.0
582.3543,91.0,91.0
454.2954,91.0,91.0
355.22012,91.0,91.0
636.15674,91.0,91.0
460.3551,90.0,90.0
839.22705,90.0,90.0
408.29758,90.0,90.0
653.3759,90.0,90.0
442.30096,90.0,90.0
640.3665,90.0,90.0
732.4172,90.0,90.0
308.19235,90.0,90.0
853.2064,90.0,90.0
371.00937,90.0,90.0
631.352,90.0,90.0
358.26495,90.0,90.0
529.3618,90.0,90.0
381.09387,90.0,90.0
761.63074,90.0,90.0
384.25873,89.0,89.0
461.08008,89.0,89.0
523.4671,89.0,89.0
893.50946,89.0,89.0
765.39056,89.0,89.0
600.36346,89.0,89.0
780.4399,89.0,89.0
581.3643,89.0,89.0
301.0677,89.0,89.0
365.09964,89.0,89.0
378.06903,89.0,89.0
705.15344,89.0,89.0
306.08246,89.0,89.0
499.09827,89.0,89.0
721.5777,89.0,89.0
625.13226,89.0,89.0
548.5359,89.0,89.0
720.5827,89.0,89.0
684.55945,89.0,89.0
631.61694,89.0,89.0
839.1921,88.0,88.0
768.44543,88.0,88.0
612.60284,88.0,88.0
613.1328,88.0,88.0
425.37177,88.0,88.0
402.30286,88.0,88.0
449.31564,88.0,88.0
328.0814,88.0,88.0
662.1705,88.0,88.0
387.1786,88.0,88.0
903.594,88.0,88.0
461.33505,87.0,87.0
650.39606,87.0,87.0
482.29407,87.0,87.0
793.42926,87.0,87.0
566.38007,87.0,87.0
459.35016,87.0,87.0
797.41406,87.0,87.0
972.56573,86.0,86.0
760.4358,86.0,86.0
917.56836,86.0,86.0
329.09634,86.0,86.0
898.5192,86.0,86.0
1000.59436,86.0,86.0
375.28915,86.0,86.0
739.1818,86.0,86.0
391.2834,86.0,86.0
672.39,86.0,86.0
885.66486,85.0,85.0
857.4562,85.0,85.0
862.456,85.0,85.0
650.13605,85.0,85.0
736.57196,85.0,85.0
673.165,85.0,85.0
581.1744,85.0,85.0
843.22186,85.0,85.0
673.37,85.0,85.0
892.5095,85.0,85.0
568.33496,85.0,85.0
692.1791,85.0,85.0
375.08417,85.0,85.0
434.27136,85.0,85.0
602.42334,85.0,85.0
732.57715,85.0,85.0
479.3292,85.0,85.0
900.5441,85.0,85.0
691.1391,85.0,85.0
623.3674,84.0,84.0
959.6113,84.0,84.0
364.0247,84.0,84.0
625.38226,84.0,84.0
574.1097,84.0,84.0
303.0576,84.0,84.0
321.27673,84.0,84.0
876.4753,84.0,84.0
782.42975,84.0,84.0
485.32892,84.0,84.0
641.37646,84.0,84.0
886.5448,84.0,84.0
707.49335,84.0,84.0
501.11316,84.0,84.0
682.16455,84.0,84.0
428.28662,84.0,84.0
835.4622,83.0,83.0
836.6072,83.0,83.0
437.0862,83.0,83.0
576.36456,83.0,83.0
728.45233,83.0,83.0
305.0775,83.0,83.0
731.2072,83.0,83.0
541.3113,83.0,83.0
369.09445,83.0,83.0
970.55084,83.0,83.0
383.36377,83.0,83.0
705.1885,83.0,83.0
439.3511,83.0,83.0
394.09827,82.0,82.0
340.08585,82.0,82.0
313.0671,82.0,82.0
705.22845,82.0,82.0
407.28262,82.0,82.0
397.3431,82.0,82.0
806.66864,82.0,82.0
846.60175,82.0,82.0
800.5089,82.0,82.0
612.1529,82.0,82.0
552.50073,82.0,82.0
463.27997,82.0,82.0
808.44855,82.0,82.0
568.42993,82.0,82.0
675.2549,82.0,82.0
319.09683,81.0,81.0
816.6381,81.0,81.0
687.3843,81.0,81.0
802.4688,81.0,81.0
803.22375,81.0,81.0
704.3835,81.0,81.0
820.45294,81.0,81.0
777.18005,81.0,81.0
435.3513,81.0,81.0
406.0977,81.0,81.0
897.5393,81.0,81.0
571.46484,81.0,81.0
854.5913,81.0,81.0
871.50055,81.0,81.0
916.5584,80.0,80.0
778.6,80.0,80.0
749.58136,80.0,80.0
819.653,80.0,80.0
714.448,80.0,80.0
417.29715,80.0,80.0
738.40686,80.0,80.0
962.63617,80.0,80.0
626.4872,80.0,80.0
744.4866,80.0,80.0
432.28143,80.0,80.0
892.5645,80.0,80.0
325.03656,79.0,79.0
679.1397,79.0,79.0
543.49115,79.0,79.0
805.4587,79.0,79.0
329.31635,79.0,79.0
505.36298,79.0,79.0
723.4226,79.0,79.0
838.4871,79.0,79.0
468.30972,79.0,79.0
939.6473,79.0,79.0
424.08185,79.0,79.0
679.3897,78.0,78.0
464.2849,78.0,78.0
685.4644,78.0,78.0
713.1631,78.0,78.0
743.20667,78.0,78.0
755.58105,78.0,78.0
716.4229,78.0,78.0
473.3045,78.0,78.0
922.5481,78.0,78.0
717.1929,78.0,78.0
946.60693,78.0,78.0
839.49207,78.0,78.0
759.20087,78.0,78.0
719.56775,78.0,78.0
565.1101,78.0,78.0
753.43115,77.0,77.0
493.08356,77.0,77.0
910.5437,77.0,77.0
828.5426,77.0,77.0
614.61774,77.0,77.0
439.1011,77.0,77.0
567.125,77.0,77.0
678.16473,77.0,77.0
645.5413,77.0,77.0
646.5112,77.0,77.0
729.4273,77.0,77.0
824.4678,77.0,77.0
534.3266,77.0,77.0
444.33087,77.0,77.0
331.25626,77.0,77.0
688.3892,77.0,77.0
824.43774,76.0,76.0
620.3875,76.0,76.0
457.33026,76.0,76.0
699.14374,76.0,76.0
685.16943,76.0,76.0
630.347,76.0,76.0
784.45966,76.0,76.0
636.3767,76.0,76.0
513.1126,76.0,76.0
789.2095,76.0,76.0
779.5749,75.0,75.0
662.4055,75.0,75.0
570.51984,75.0,75.0
878.4502,75.0,75.0
693.409,75.0,75.0
694.389,75.0,75.0
407.10764,75.0,75.0
622.48737,75.0,75.0
755.1711,75.0,75.0
680.38965,74.0,74.0
655.5608,74.0,74.0
669.3702,74.0,74.0
955.45154,74.0,74.0
367.22455,74.0,74.0
654.55084,74.0,74.0
466.29984,74.0,74.0
528.1369,74.0,74.0
877.44525,74.0,74.0
352.09027,74.0,74.0
956.5865,74.0,74.0
378.10403,74.0,74.0
687.4193,74.0,74.0
409.30255,74.0,74.0
900.57916,74.0,74.0
954.5766,74.0,74.0
875.46533,74.0,74.0
675.2149,74.0,74.0
838.6771,74.0,74.0
667.14526,74.0,74.0
628.5971,74.0,74.0
697.4038,74.0,74.0
534.0416,74.0,74.0
741.4267,74.0,74.0
839.46204,74.0,74.0
586.3441,73.0,73.0
676.14984,73.0,73.0
425.33676,73.0,73.0
403.3478,73.0,73.0
489.36374,73.0,73.0
457.29526,73.0,73.0
781.4298,73.0,73.0
902.4841,73.0,73.0
578.3795,73.0,73.0
897.5993,73.0,73.0
445.12582,73.0,73.0
886.6648,73.0,73.0
834.4573,73.0,73.0
597.3486,73.0,73.0
692.14905,73.0,73.0
775.5201,73.0,73.0
467.3748,73.0,73.0
836.4422,73.0,73.0
655.3908,72.0,72.0
336.06104,72.0,72.0
675.1449,72.0,72.0
530.36676,72.0,72.0
777.21,72.0,72.0
366.24957,72.0,72.0
484.31897,72.0,72.0
489.11374,72.0,72.0
390.27344,72.0,72.0
395.10822,72.0,72.0
759.5359,72.0,72.0
894.5794,72.0,72.0
769.5854,71.0,71.0
650.51605,71.0,71.0
406.27267,71.0,71.0
486.33887,71.0,71.0
509.3578,71.0,71.0
440.28607,71.0,71.0
410.2725,71.0,71.0
393.2683,71.0,71.0
387.35358,71.0,71.0
717.3929,71.0,71.0
351.2253,71.0,71.0
432.37143,71.0,71.0
791.44434,71.0,71.0
577.35956,71.0,71.0
390.31845,71.0,71.0
797.45404,71.0,71.0
583.5043,70.0,70.0
463.37997,70.0,70.0
814.6182,70.0,70.0
803.1938,70.0,70.0
761.21576,70.0,70.0
581.34436,70.0,70.0
395.2532,70.0,70.0
393.09332,70.0,70.0
436.32626,70.0,70.0
304.08755,70.0,70.0
787.22955,70.0,70.0
462.30002,70.0,70.0
552.4057,70.0,70.0
369.01447,70.0,70.0
610.363,70.0,70.0
809.55347,70.0,70.0
487.30383,70.0,70.0
835.5972,70.0,70.0
412.3224,70.0,70.0
367.07956,70.0,70.0
415.35226,70.0,70.0
861.416,70.0,70.0
707.17334,70.0,70.0
631.48694,69.0,69.0
334.08112,69.0,69.0
392.08334,69.0,69.0
698.47375,69.0,69.0
859.5911,69.0,69.0
387.99356,69.0,69.0
649.1311,69.0,69.0
627.3572,69.0,69.0
389.0635,69.0,69.0
360.0499,69.0,69.0
841.207,69.0,69.0
718.1978,69.0,69.0
479.0642,68.0,68.0
810.64844,68.0,68.0
643.1164,68.0,68.0
503.12808,68.0,68.0
728.41736,68.0,68.0
650.43604,68.0,68.0
427.35168,68.0,68.0
719.20776,68.0,68.0
614.4828,68.0,68.0
817.5081,68.0,68.0
698.64874,68.0,68.0
557.1105,68.0,68.0
920.5332,68.0,68.0
823.65784,68.0,68.0
633.1369,68.0,68.0
689.15924,68.0,68.0
357.27502,68.0,68.0
359.2199,68.0,68.0
739.4118,68.0,68.0
928.5228,68.0,68.0
439.3161,68.0,68.0
493.39352,68.0,68.0
879.48517,68.0,68.0
752.5862,67.0,67.0
423.32187,67.0,67.0
723.4576,67.0,67.0
437.3012,67.0,67.0
674.4699,67.0,67.0
674.1699,67.0,67.0
559.4104,67.0,67.0
433.29138,67.0,67.0
585.13416,67.0,67.0
438.38116,67.0,67.0
675.48987,67.0,67.0
698.40875,67.0,67.0
587.3591,67.0,67.0
355.2551,67.0,67.0
717.42285,67.0,67.0
456.3103,67.0,67.0
737.18695,67.0,67.0
415.07727,67.0,67.0
428.36163,67.0,67.0
599.1485,66.0,66.0
623.14734,66.0,66.0
626.3872,66.0,66.0
639.4916,66.0,66.0
759.5959,66.0,66.0
448.34567,66.0,66.0
446.30078,66.0,66.0
701.4486,66.0,66.0
502.3781,66.0,66.0
545.3511,66.0,66.0
490.3737,66.0,66.0
665.16034,66.0,66.0
423.07187,66.0,66.0
523.4021,66.0,66.0
758.5309,66.0,66.0
418.33212,66.0,66.0
420.32202,66.0,66.0
839.68207,65.0,65.0
586.1391,65.0,65.0
679.1747,65.0,65.0
308.29236,65.0,65.0
718.16284,65.0,65.0
748.4264,65.0,65.0
756.176,65.0,65.0
826.6227,65.0,65.0
735.16705,65.0,65.0
411.07745,65.0,65.0
693.439,65.0,65.0
704.41846,65.0,65.0
862.48596,65.0,65.0
473.0845,65.0,65.0
629.60205,65.0,65.0
633.63184,65.0,65.0
621.4274,65.0,65.0
869.2006,65.0,65.0
336.24103,65.0,65.0
411.35745,64.0,64.0
435.2813,64.0,64.0
733.1521,64.0,64.0
374.3092,64.0,64.0
620.3325,64.0,64.0
750.5713,64.0,64.0
771.1653,64.0,64.0
329.07135,64.0,64.0
677.1598,64.0,64.0
815.4082,64.0,64.0
716.44293,64.0,64.0
893.56946,63.0,63.0
412.3624,63.0,63.0
756.576,63.0,63.0
609.388,63.0,63.0
411.31744,63.0,63.0
804.4437,63.0,63.0
808.62854,63.0,63.0
606.40814,63.0,63.0
877.58527,63.0,63.0
643.52136,63.0,63.0
786.6496,63.0,63.0
477.05432,63.0,63.0
597.3836,63.0,63.0
548.3759,63.0,63.0
500.10822,63.0,63.0
744.1766,62.0,62.0
487.09885,62.0,62.0
680.14966,62.0,62.0
643.3914,62.0,62.0
503.30807,62.0,62.0
508.3828,62.0,62.0
742.4317,62.0,62.0
998.5845,62.0,62.0
410.3075,62.0,62.0
678.4647,62.0,62.0
649.3811,62.0,62.0
660.4206,62.0,62.0
745.1865,62.0,62.0
856.5712,62.0,62.0
312.09216,62.0,62.0
806.42865,62.0,62.0
572.12476,62.0,62.0
797.1791,62.0,62.0
480.30914,62.0,62.0
392.38333,61.0,61.0
329.27634,61.0,61.0
391.0784,61.0,61.0
450.0906,61.0,61.0
435.31628,61.0,61.0
539.36633,61.0,61.0
495.37344,61.0,61.0
387.28857,61.0,61.0
877.4852,61.0,61.0
521.3572,61.0,61.0
982.6002,61.0,61.0
879.58514,61.0,61.0
527.3719,61.0,61.0
745.6165,61.0,61.0
736.172,61.0,61.0
706.5334,60.0,60.0
646.54126,60.0,60.0
355.3301,60.0,60.0
669.54016,60.0,60.0
707.5383,60.0,60.0
781.7348,60.0,60.0
743.17163,60.0,60.0
583.11926,60.0,60.0
515.1275,60.0,60.0
741.15674,60.0,60.0
452.3255,60.0,60.0
342.30573,60.0,60.0
698.17377,60.0,60.0
599.4335,60.0,60.0
832.4774,60.0,60.0
923.55304,60.0,60.0
434.30136,60.0,60.0
464.35492,60.0,60.0
522.32214,60.0,60.0
775.1951,60.0,60.0
744.4516,59.0,59.0
463.31998,59.0,59.0
801.1789,59.0,59.0
441.29602,59.0,59.0
541.36127,59.0,59.0
580.3294,59.0,59.0
694.459,59.0,59.0
724.42755,59.0,59.0
624.3773,59.0,59.0
691.17413,59.0,59.0
879.45013,59.0,59.0
388.35852,59.0,59.0
766.56555,59.0,59.0
718.3978,59.0,59.0
873.45044,59.0,59.0
331.23126,59.0,59.0
307.2574,59.0,59.0
599.3535,58.0,58.0
739.69183,58.0,58.0
426.34674,58.0,58.0
759.1659,58.0,58.0
563.3652,58.0,58.0
899.5642,58.0,58.0
398.38306,58.0,58.0
863.4709,58.0,58.0
416.2872,58.0,58.0
506.40292,58.0,58.0
570.3849,58.0,58.0
537.35645,58.0,58.0
453.33044,58.0,58.0
894.5194,58.0,58.0
373.26926,58.0,58.0
796.48413,58.0,58.0
644.5313,58.0,58.0
771.5653,58.0,58.0
319.25684,58.0,58.0
449.37064,58.0,58.0
656.39575,58.0,58.0
707.42334,58.0,58.0
431.27148,58.0,58.0
769.4704,58.0,58.0
785.6496,58.0,58.0
653.5459,57.0,57.0
656.60077,57.0,57.0
618.4126,57.0,57.0
568.37,57.0,57.0
935.4375,57.0,57.0
838.4571,57.0,57.0
408.36758,57.0,57.0
373.06427,57.0,57.0
774.1852,57.0,57.0
642.40643,57.0,57.0
345.27557,57.0,57.0
595.37366,57.0,57.0
586.3941,57.0,57.0
572.37976,57.0,57.0
780.57983,57.0,57.0
816.6981,57.0,57.0
625.16724,57.0,57.0
784.5447,57.0,57.0
621.13745,56.0,56.0
613.6078,56.0,56.0
479.3792,56.0,56.0
607.1181,56.0,56.0
659.15063,56.0,56.0
875.5703,56.0,56.0
481.3241,56.0,56.0
575.4046,56.0,56.0
425.3018,56.0,56.0
306.23245,56.0,56.0
483.364,56.0,56.0
553.5057,56.0,56.0
315.302,56.0,56.0
503.38306,56.0,56.0
554.41565,56.0,56.0
690.3992,56.0,56.0
803.47876,56.0,56.0
451.38052,56.0,56.0
488.35876,56.0,56.0
904.49396,56.0,56.0
642.3815,56.0,56.0
490.29868,56.0,56.0
638.3966,55.0,55.0
569.3449,55.0,55.0
637.38165,55.0,55.0
301.24768,55.0,55.0
467.30978,55.0,55.0
789.66943,55.0,55.0
669.61017,55.0,55.0
815.19324,55.0,55.0
673.46497,55.0,55.0
770.59033,55.0,55.0
874.4904,55.0,55.0
403.28284,55.0,55.0
373.31424,55.0,55.0
671.1551,55.0,55.0
622.1424,55.0,55.0
714.498,55.0,55.0
619.41754,55.0,55.0
729.1923,55.0,55.0
672.42,55.0,55.0
442.37097,55.0,55.0
385.0637,54.0,54.0
693.15405,54.0,54.0
385.26868,54.0,54.0
375.24915,54.0,54.0
841.63696,54.0,54.0
492.38858,54.0,54.0
366.0096,54.0,54.0
497.08334,54.0,54.0
301.20767,54.0,54.0
656.5658,54.0,54.0
315.22202,54.0,54.0
449.29062,54.0,54.0
781.1898,54.0,54.0
701.55365,54.0,54.0
754.4311,54.0,54.0
682.6195,54.0,54.0
419.35706,54.0,54.0
667.17523,54.0,54.0
542.3662,54.0,54.0
770.47034,54.0,54.0
563.4052,54.0,54.0
801.67883,54.0,54.0
873.5554,53.0,53.0
647.4962,53.0,53.0
546.396,53.0,53.0
324.2366,53.0,53.0
931.4927,53.0,53.0
700.44867,53.0,53.0
690.4642,53.0,53.0
438.30115,53.0,53.0
658.5107,53.0,53.0
749.18134,53.0,53.0
395.3632,53.0,53.0
677.4148,53.0,53.0
878.4852,53.0,53.0
569.1049,53.0,53.0
847.6017,53.0,53.0
560.37537,52.0,52.0
786.1846,52.0,52.0
350.07535,52.0,52.0
597.1336,52.0,52.0
580.3594,52.0,52.0
509.39276,52.0,52.0
435.07132,52.0,52.0
742.56165,52.0,52.0
491.30862,52.0,52.0
657.50073,52.0,52.0
570.10986,52.0,52.0
393.3483,52.0,52.0
670.4401,52.0,52.0
823.1978,52.0,52.0
304.21255,52.0,52.0
678.42474,52.0,52.0
356.33505,52.0,52.0
669.41016,52.0,52.0
786.48956,52.0,52.0
583.41425,51.0,51.0
588.364,51.0,51.0
687.1443,51.0,51.0
644.4213,51.0,51.0
594.3737,51.0,51.0
436.28625,51.0,51.0
901.4791,51.0,51.0
320.24677,51.0,51.0
663.14545,51.0,51.0
509.31778,51.0,51.0
717.5829,51.0,51.0
577.41956,51.0,51.0
340.31082,51.0,51.0
368.0195,51.0,51.0
807.6286,51.0,51.0
624.4073,51.0,51.0
599.4035,51.0,51.0
524.33704,51.0,51.0
380.9939,50.0,50.0
655.5958,50.0,50.0
388.30353,50.0,50.0
440.40607,50.0,50.0
683.5545,50.0,50.0
586.5891,50.0,50.0
767.5705,50.0,50.0
681.4396,50.0,50.0
747.16644,50.0,50.0
337.06598,50.0,50.0
